Pattern,Print,Fabric,Native_Product_Id,Primary_Colour
Solid,Solid,Cotton,13308204,Green
Solid,Abstract Print,Cotton,15151210,Maroon
Printed,Floral,Pure Cotton,2161783,White
Solid,Abstract Print,Cotton,15156960,Green
Solid,Solid,Cotton,15123256,Black
Solid,Solid,Cotton,15123078,Black
Solid,Tie & Dye,Cotton,7416711,Sea Green
Printed,Other,Cotton,14022980,White
Solid,Solid,Cotton,13081924,Orange
Solid,Solid,Cotton,13868948,Black
Solid,Solid,Cotton,15123198,Black
Solid,Solid,Cotton,13868814,Maroon
Solid,Other,Cotton,2145650,White
Solid,Solid,Cotton,12753960,Black
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,13625996,Maroon
Solid,Solid,Cotton,14684488,Navy Blue
Solid,Solid,Cotton,7416727,Rust
Printed,Abstract Print,Viscose Rayon,15322486,Red
Solid,Solid,Cotton,15123160,Red
Printed,,Polyester,12923904,Black
Solid,Geometric Print,Polyester,15221994,Black
Solid,Geometric Print,Cotton,12446202,Black
Solid,Floral,Cotton,12159830,Mustard
Colour Blocked,Floral,Polyester,12746670,Black
Solid,Floral,Cotton,12159906,Off-White
Solid,Solid,Polyester,15025500,Olive
Printed,Floral,Viscose Rayon,15125544,White
Solid,Solid,Cotton,12499852,Blue
Solid,Solid,Viscose Rayon,14395892,Purple
Solid,Solid,Cotton,13850002,Purple
Solid,Solid,Cotton,15123056,Red
Solid,Solid,Cotton,15113778,Purple
Solid,Solid,Cotton,15122140,Maroon
Solid,Solid,Pure Cotton,15036004,White
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,15123098,Yellow
Printed,Solid,Polyester,10520266,Grey
Solid,Solid,Cotton,13419232,Purple
Solid,Solid,Viscose Rayon,14395872,Yellow
Solid,Solid,Cotton,13532368,Red
Printed,,Cotton Blend,1718737,Red
Solid,Solid,Cotton,15154166,Fuchsia
Solid,Floral,Cotton,15151268,Pink
Solid,Solid,Polyester,10635334,Grey Melange
Solid,Solid,Cotton,15122976,Red
Checked,Checked,Silk Blend,15038412,Beige
Printed,Geometric Print,Polyester,12923896,Black
Solid,Solid,Cotton,15057314,Black
Solid,Solid,Cotton,15123216,Grey
Solid,Floral,Cotton,14686058,Purple
Solid,Solid,Cotton,15123200,Blue
Printed,Floral,Viscose Rayon,15125250,Blue
Printed,Floral,Viscose Rayon,15125394,Red
Solid,Solid,Cotton,14685450,Blue
Printed,Abstract Print,Viscose Rayon,15125662,Pink
Printed,Floral,Viscose Rayon,15125390,Black
Solid,Solid,Cotton,15123188,Black
Printed,Geometric Print,Viscose Rayon,15094480,Grey
Solid,Solid,Viscose Rayon,14245252,Blue
Solid,Solid,Polyester,15000588,Pink
Printed,Floral,Viscose Rayon,15125528,Grey
Solid,Solid,Cotton,14222742,Purple
Solid,Solid,Cotton,13849966,Yellow
Solid,,Cotton,15151354,Olive
Solid,Solid,Cotton,14245192,Blue
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,15123136,Blue
Solid,Solid,Cotton,15156948,Green
Solid,Solid,Viscose Rayon,13952382,Orange
Solid,Other,Cotton,1749925,Blue
Solid,Solid,Cotton,15057400,Pink
Solid,Other,Cotton,14996802,Green
Solid,Other,Cotton,1749909,Blue
Colour Blocked,Other,Polyester,13614318,Magenta
Printed,Other,Viscose Rayon,15125450,Black
Solid,Solid,Cotton,15123068,Red
Solid,Solid,Cotton,15122914,Blue
Solid,Solid,Cotton,14508098,Lavender
Solid,Other,Nylon,10963878,Navy Blue
,Other,Cotton,2178195,Navy Blue
Solid,Solid,Polyester,15000600,Teal
Solid,Solid,Cotton,15123046,Yellow
Solid,,Cotton,14995920,Maroon
Solid,Solid,Cotton,13533154,Charcoal
Solid,Solid,Cotton,13868956,Grey
Printed,Tie & Dye,Cotton Blend,2161795,Green
Solid,Solid,Cotton,14074050,Purple
Solid,Tie & Dye,Cotton,15122922,Yellow
Printed,Floral,Polyester,8922177,Maroon
Solid,Solid,Cotton,15322052,Navy Blue
Solid,Solid,Cotton,11649124,Maroon
Solid,Solid,Polyester,13270430,Fuchsia
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,15057202,Pink
Solid,Abstract Print,Cotton,15151276,Olive
Solid,Solid,Cotton,14074034,Blue
Solid,Solid,Cotton,13533134,Yellow
Solid,Tie & Dye,Cotton,15122892,Yellow
Solid,Tie & Dye,Cotton,15122904,Yellow
Solid,Solid,Cotton,11649150,Grey Melange
Solid,Solid,Cotton,13027130,Blue
Checked,Checked,Silk Blend,15038412,Beige
Printed,Abstract Print,Cotton Blend,1718731,Black
Solid,Solid,Cotton,13732466,Yellow
Solid,Other,Cotton,2459483,White
Solid,Solid,Cotton,15057268,Blue
Solid,Solid,Cotton,15057348,Red
Solid,Solid,Cotton,15057304,Red
Checked,Checked,Silk Blend,15038412,Beige
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Polyester,10568304,Navy Blue
Solid,Solid,Cotton,15057274,Black
Solid,Solid,Cotton,7416726,Green
Printed,Other,Viscose Rayon,15125262,Blue
Printed,Floral,Pure Cotton,2161784,Blue
Solid,Solid,Cotton,14112222,Pink
Solid,Solid,Cotton,13911476,Pink
Solid,Solid,Cotton,15057234,Green
Solid,Solid,Viscose Rayon,14245204,Grey
Solid,Solid,Cotton,15122980,Grey
Solid,Solid,Cotton,13549412,Pink
Solid,Solid,Cotton,15057224,Orange
Printed,Other,Cotton Blend,1718798,Yellow
Printed,Abstract Print,Polyester,15000598,Multi-Colour
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,14655132,Yellow
Solid,Solid,Cotton,15123052,Blue
Solid,Solid,Cotton,15123020,Grey
Solid,Floral,Cotton,14222774,Brown
Printed,Other,Viscose Rayon,15125588,Grey
Solid,Solid,Cotton,14044118,Blue
Solid,Solid,Cotton,14282252,Black
Solid,Washed,Cotton,8351091,Blue
Striped,Striped,Polyester,14219690,Rust
Printed,Other,Viscose Rayon,15125378,Black
Printed,Other,Polyester,15136386,Black
Solid,Solid,Cotton,14523374,Maroon
Colour Blocked,Colourblocked,Polyester,14324906,Green
Solid,Solid,Cotton,14112218,Pink
,Other,Elastane,13921080,Blue
Solid,Other,Cotton,2146832,White
Solid,Solid,Viscose Rayon,15364220,Pink
Printed,Floral,Viscose Rayon,15080338,Black
Checked,Checked,Silk Blend,15038412,Beige
Solid,Other,Cotton,2146834,Blue
Solid,Solid,Polyester,15035958,Green
Solid,Floral,Cotton,2459385,Brown
Solid,Other,Cotton,1749906,Magenta
Solid,Solid,Cotton,14850570,White
Solid,Solid,Cotton,15091642,Green
Solid,Solid,Cotton,12172124,Pink
Solid,Solid,Cotton,12172044,Yellow
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Viscose Rayon,12607928,Green
Solid,Other,Cotton,2213705,Black
Solid,Floral,Cotton,2459399,Pink
Solid,Solid,Polyester,1753301,Black
,Ombre,Cotton,8176279,Grey
Solid,Solid,Cotton,14911432,Blue
Solid,Solid,Cotton,15036102,Pink
Solid,Solid,Cotton,14271566,Burgundy
Solid,Solid,Polyester,13770300,Orange
Solid,Solid,Cotton,15085622,Grey Melange
Striped,Striped,Pure Cotton,15153306,White
Solid,Solid,Cotton,13868882,Pink
Solid,Animal Print,Cotton,7416714,Purple
Printed,Self Design,Polyester,14771322,Pink
Solid,Solid,Polyester,9863727,Orange
Solid,Floral,Cotton,13737500,Navy Blue
Distressed,Other,Cotton,14686474,Black
Checked,Checked,Silk Blend,15038412,Beige
Printed,Floral,Viscose Rayon,15086660,Orange
Solid,Floral,Cotton,13737434,Navy Blue
Solid,Other,Cotton,2115848,Blue
Solid,Floral,Polyester,15035272,Black
Solid,Solid,Viscose Rayon,14340718,Peach
Printed,Geometric Print,Pure Cotton,15269546,Olive
Solid,Solid,Viscose Rayon,15364216,Maroon
Solid,Solid,Cotton,14461458,Navy Blue
Printed,Other,Viscose Rayon,15125454,Yellow
Solid,Solid,Cotton,15085730,Yellow
Printed,Animal Print,Polyester,14728034,White
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Viscose Rayon,12746760,Orange
Solid,Other,Cotton,15151308,Maroon
Solid,Solid,Cotton,13027158,Navy Blue
Self Design,Ethnic Motifs,Polyester,10307087,Gold
Solid,Solid,Viscose Rayon,15364222,Cream
Solid,Solid,Cotton,12159816,Green
Printed,Floral,Pure Cotton,8627387,Yellow
Solid,Other,Cotton,15151338,Maroon
Printed,Geometric Print,Viscose Rayon,15294834,White
Hem Design,Ethnic Motifs,Viscose Rayon,14427438,Pink
Solid,Solid,Cotton,15280864,Grey
Solid,Solid,Elastane,14035088,Yellow
Solid,Floral,Cotton,2115868,White
Solid,Other,Cotton,2459484,White
Solid,Other,Cotton,2213710,White
Striped,Striped,Cotton Blend,14675180,Pink
Printed,Other,Polyester,15085774,Off-White
Printed,Abstract Print,Cotton Blend,14767834,Burgundy
,Other,Cotton,1464238,Navy Blue
Solid,Solid,Polyester,14737178,Blue
Printed,Geometric Print,Nylon,6918766,Cream
Solid,Solid,Polyester,14795048,Black
Solid,Solid,Viscose Rayon,15364218,Mustard
Printed,Graphic Print,Poly Silk,15153464,Black
,Other,Cotton,15086030,Navy Blue
Printed,Other,Viscose Rayon,15125400,Red
Printed,Other,Viscose Rayon,15125458,Yellow
Washed,Washed,Cotton Blend,7689604,Blue
Solid,Solid,Cotton,13844806,Grey Melange
Solid,Other,Cotton,2115855,Peach
Solid,Solid,Polyester,14520570,Coral
Solid,Solid,Pure Cotton,15035646,White
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,12337004,White
Solid,Solid,Polyester,13604520,Navy Blue
Printed,Floral,Polyester,15290892,Blue
Solid,Solid,Cotton,15193664,Yellow
Solid,Solid,Cotton,14266224,Navy Blue
Solid,Solid,Viscose Rayon,15149500,Gold
Checked,Checked,Silk Blend,15038412,Beige
Solid,Other,Cotton,2459432,Black
Solid,Floral,Cotton,14962272,Orange
Solid,Solid,Polyester,8824361,Grey Melange
Solid,Solid,Viscose Rayon,15036094,Green
Solid,Other,Cotton,15151322,Yellow
Solid,Solid,Polyester,13370412,Black
Printed,Floral,Cotton,14965096,Blue
Solid,Solid,Cotton,12335804,Yellow
Washed,Washed,Cotton Blend,9863731,Black
Solid,Solid,Polyester,15222372,Pink
Printed,Graphic Print,Pure Cotton,15322472,Blue
Solid,Solid,Cotton,14282150,Orange
Solid,Other,Cotton,2146839,Pink
Solid,Solid,Polyester,15000590,Yellow
Solid,Solid,Linen,14619890,Yellow
Solid,Other,Cotton,14995954,Black
Solid,Floral,Cotton,2459392,Pink
Solid,Solid,Cotton,14383062,Grey
Solid,Other,Cotton,2213714,Red
Solid,Solid,Polyester,13770296,Navy Blue
Solid,Solid,Viscose Rayon,12746722,Green
Solid,Solid,Cotton,15092998,Grey
Solid,Solid,Cotton,15020384,Navy Blue
Colour Blocked,Colourblocked,Cotton,13557514,Black
Patterned,Self Design,Nylon,13289040,Green
Solid,Solid,Polyester,15035744,Peach
Solid,Floral,Viscose Rayon,14395890,Purple
Solid,Floral,Viscose Rayon,11902264,Orange
Solid,Floral,Cotton,2459420,Red
Printed,Other,Polyester,15078176,Purple
Solid,Other,Cotton,2146843,Green
Solid,Other,Cotton,15151270,Pink
Solid,Solid,Cotton,13081944,Yellow
Printed,Floral,Polyester,14798914,Blue
Self Design,Ethnic Motifs,Viscose Rayon,2403583,Coral
Printed,Floral,Polyester,14708594,Yellow
Solid,Solid,Cotton,15156986,Green
Solid,Other,Cotton,2213712,Red
Solid,Solid,Viscose Rayon,13952502,Red
Solid,Solid,Cotton,13446852,Grey
Solid,Solid,Viscose Rayon,14470896,Pink
Solid,Solid,Cotton,13737492,Blue
Solid,Solid,Cotton,15020396,Grey Melange
Solid,Solid,Cotton,11841312,Magenta
Solid,Solid,Elastane,11721612,Magenta
Solid,Solid,Viscose Rayon,11244010,Green
Solid,Solid,Cotton,12441298,Grey
Solid,Solid,Cotton,14447108,Navy Blue
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Pure Cotton,15035208,Mustard
Solid,Solid,Polyester,13303222,Pink
Solid,Other,Cotton,2115852,Maroon
Solid,Solid,Cotton,9738967,Black
Solid,Solid,Cotton Blend,9571571,Blue
Washed,Washed,Cotton,14850516,Blue
Solid,Solid,Cotton,12783460,Orange
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,15020380,Navy Blue
Colour Blocked,Solid,Cotton,15183012,Pink
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Polyester,14270974,Green
Solid,Solid,Cotton,11218134,Red
Checked,Checked,Polyester,7139447,Grey
Self Design,Self Design,Polyester,14271018,Red
Printed,Floral,Polyester,15290884,White
Solid,Other,Cotton,2459475,Blue
Solid,Solid,Cotton,12126602,White
Printed,Geometric Print,Linen,14911758,Green
Solid,Solid,Pure Cotton,15035198,Cream
,Other,Polyester,1722739,Black
Solid,Solid,Crepe,12353740,Orange
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Viscose Rayon,11244100,Blue
Solid,Solid,Cotton,11841300,Yellow
Printed,Ethnic Motifs,,13727006,Red
Checked,Checked,Silk Blend,15038412,Beige
Striped,Striped,Linen,14819790,White
Solid,Solid,Cotton,13632296,White
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Polyester,14778468,Blue
Solid,Solid,Polyester,9863725,Olive
Printed,Floral,Cotton Blend,14044330,Peach
Solid,Solid,Cotton,14112220,Pink
Solid,Solid,Nylon,15035976,Navy Blue
Solid,Other,Cotton,2213717,Pink
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Viscose Rayon,12872476,Brown
Embroidered,Floral,,14332592,Black
Printed,Abstract Print,Cotton,14423070,Yellow
Solid,Solid,Cotton,11841308,Red
Solid,Solid,Cotton,12159902,Green
Solid,Solid,Cotton,14447110,Grey
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Nylon,15082876,Charcoal
Solid,Solid,Cotton,11244094,Red
Solid,Solid,Cotton,14508158,Green
Solid,Solid,Viscose Rayon,14854948,Mustard
Solid,Solid,Cotton,15082942,Blue
Embroidered,Striped,Cotton,15199782,Maroon
Solid,Solid,Polyester,11535048,Blue
Solid,Solid,Cotton,11912002,Blue
Solid,Solid,Cotton,12397640,Green
Solid,Solid,Cotton,264239,Brown
Solid,Solid,Viscose Rayon,14484694,Off-White
Solid,Solid,Cotton,13446838,Pink
Solid,Tie & Dye,Cotton,13737480,Mustard
Solid,Solid,Cotton,11603244,Grey Melange
Solid,Solid,Cotton,14222764,Green
Solid,Solid,Cotton,12167590,Red
Solid,Solid,Viscose Rayon,11244040,Orange
Self Design,Solid,Cotton Blend,14241314,Turquoise Blue
Printed,Abstract Print,Cotton,7115629,Navy Blue
Solid,Solid,Cotton,13624168,Maroon
Solid,Solid,Cotton,8434755,Coral
Solid,Solid,Viscose Rayon,11791168,White
Solid,Solid,Linen,14424648,Grey
Solid,Solid,Cotton,15122912,Black
Solid,Solid,Cotton,12172140,Blue
Solid,Solid,Cotton,14456910,Black
Solid,Solid,Cotton,12167600,Charcoal
Solid,Solid,Cotton Blend,14450060,Blue
Printed,Self Design,Viscose Rayon,14472306,Blue
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Viscose Rayon,11243940,Green
Solid,Other,Cotton,1226083,Magenta
Solid,Solid,Nylon,13743804,Black
Solid,Solid,Cotton,12397632,Green
Solid,Solid,Viscose Rayon,11792174,Orange
Solid,Solid,Cotton,12337368,Grey
Printed,Floral,Viscose Rayon,15080364,Cream
Printed,Floral,Polyester,15085630,White
Solid,Solid,Cotton,12172062,Olive
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,10925608,Charcoal
Solid,Solid,Viscose Rayon,14484314,Multi-Colour
Solid,Solid,Cotton,12126544,Black
Solid,Solid,Polyester,14180308,Pink
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Polyester,12961218,Black
Solid,Solid,Cotton,14044312,Turquoise Blue
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,13545106,Maroon
Solid,Solid,Cotton,13549386,Grey
Solid,Solid,Cotton,12783476,Black
,Other,Cotton,14250120,Blue
Solid,Floral,Cotton,11788908,White
Solid,Solid,Polyester,12169872,Olive
Printed,Graphic Print,Cotton,9738969,Grey Melange
Solid,Solid,Denim,14579978,Blue
Checked,Checked,Silk Blend,15038412,Beige
Printed,Floral,Viscose Rayon,6918704,Maroon
Printed,Ethnic Motifs,Polyester,15055252,Turquoise Blue
Solid,Solid,Polyester,14270940,Maroon
Solid,Solid,Cotton,15082898,Black
Solid,Solid,Viscose Rayon,14666184,Navy Blue
Solid,Solid,Polyester,9864287,Black
Solid,Solid,,13595374,Red
Solid,Solid,Cotton,14272016,Green
Checked,Checked,Polyester,10185367,Charcoal
Printed,Geometric Print,Polyester,14265524,Black
Solid,Solid,Cotton,15348824,Brown
Solid,Solid,Linen,9136641,White
Solid,Solid,Polyester,14271002,Olive
Solid,Solid,Cotton,10925568,Red
Solid,Solid,Cotton,10925586,Coral
Solid,Solid,Cotton,10925590,Cream
Solid,Solid,Cotton,11912018,Red
Solid,Solid,Cotton,13419200,Cream
Solid,Solid,Viscose Rayon,11902228,Green
Printed,Floral,Polyester,14091744,Grey
Solid,Solid,Cotton,14272012,Grey
Solid,Solid,Cotton,14575388,Grey
Solid,Solid,Polyester,14271022,Orange
Solid,Solid,Polyester,14225118,Maroon
Solid,Solid,Cotton Blend,14259556,Black
Checked,Checked,Silk Blend,15038412,Beige
Printed,Floral,Cotton,15281794,Fuchsia
Striped,Striped,Polyester,14162770,Maroon
Solid,Solid,Cotton,14956284,Black
Self Design,Floral,Cotton Blend,14087386,Mustard
Solid,Other,Viscose Rayon,1845713,Orange
Solid,Solid,Cotton,11243958,Lime Green
Solid,Solid,Polyester,14271068,Red
Solid,Solid,Cotton,13446788,Navy Blue
Solid,Solid,Cotton,12126596,White
Solid,Solid,Cotton,12337002,Mustard
Solid,Solid,Cotton,11244042,Charcoal
Solid,Solid,Polyester,13137764,Black
Solid,Floral,Cotton,12126532,Maroon
Solid,Solid,Polyester,15085624,Black
Printed,Animal Print,Polyester,14557482,Lavender
Washed,Solid,Cotton,13865254,Blue
Solid,Floral,Cotton,13737518,Red
Solid,Solid,Nylon,12700740,Olive
Solid,Solid,Viscose Rayon,11902232,Red
Checked,Checked,Cotton,13516744,Red
Checked,Checked,Viscose Rayon,14327222,Multi-Colour
Solid,Solid,Viscose Rayon,9948521,Purple
Printed,Floral,Cotton,14292236,Multi-Colour
Solid,Solid,Cotton,10925622,Rust
Solid,Solid,Cotton,8434729,Fuchsia
Solid,Solid,Cotton,13419208,Grey
Striped,Striped,Viscose Rayon,14148586,Turquoise Blue
Printed,Abstract Print,Silk Blend,14178366,Blue
Solid,Solid,Cotton,12026414,Brown
Solid,Solid,Cotton,4891876,Navy Blue
Solid,Solid,Cotton,14568436,Grey
Striped,Striped,Polyester,8007653,Navy Blue
Solid,Colourblocked,Cotton,14218800,Green
Solid,Solid,Denim,14402500,Navy Blue
Solid,Solid,Cotton,14245184,Pink
Solid,Solid,Cotton,14575394,Green
Solid,Animal Print,Cotton,11912028,Black
Printed,Geometric Print,Cotton,1849784,Pink
Colour Blocked,Colourblocked,Polyester,14903442,Black
Printed,Floral,Pure Cotton,13994458,Pink
Solid,Solid,Cotton,10925584,Mustard
Solid,Solid,Cotton,11617472,Fuchsia
Solid,Solid,Viscose Rayon,12859124,Black
Solid,Solid,Cotton,12172058,Turquoise Blue
Solid,Solid,Cotton,13573236,White
Solid,Solid,Polyester,14271046,Peach
Solid,Solid,Cotton,12167598,Burgundy
Solid,Floral,Cotton,12190084,Green
Solid,Solid,Cotton,12337012,Red
Solid,Solid,Cotton,13573218,Black
Solid,Solid,Cotton,13446856,Blue
Solid,Solid,Cotton,13942772,Pink
Printed,Other,Polyester,14598758,Green
Solid,Floral,Cotton,816082,Mustard
Solid,Colourblocked,Polyester,11538638,Black
Solid,Striped,Viscose Rayon,15193642,Grey
Solid,Solid,Viscose Rayon,11244136,Red
Checked,Checked,Silk Blend,15038412,Beige
Striped,Striped,Cotton,14598768,Peach
Solid,Solid,Cotton,13849956,White
Solid,Solid,Viscose Rayon,14221612,Off-White
Self Design,Self Design,Polyester,14271020,Red
Striped,Striped,Cotton,14433090,Off-White
Solid,Solid,Polyester,14271044,Peach
Solid,Solid,Cotton,12337490,Grey
Solid,Floral,Cotton,11244038,Green
Colour Blocked,Colourblocked,Polyester,14559842,Navy Blue
Solid,Solid,Viscose Rayon,11243992,Green
Solid,Solid,Cotton,14122884,Pink
Solid,Solid,Viscose Rayon,11244118,Red
Solid,Solid,Cotton,12397630,Red
Washed,Washed,Cotton Blend,15086706,Blue
Solid,Solid,Pure Cotton,15036018,Cream
Solid,Floral,Cotton,12122860,Red
Solid,Floral,Cotton,12159864,Grey
Checked,Checked,Silk Blend,15038412,Beige
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,12126612,Orange
Striped,Striped,Cotton,14559854,White
,Typographic Print,Cotton,14547584,Blue
Striped,Striped,Cotton Blend,8632045,Pink
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Polyester,14052558,Maroon
Solid,Solid,Polyester,14052554,Black
Solid,Solid,Cotton,14241688,Turquoise Blue
Embroidered,Floral,Cotton,10428790,Off-White
Solid,Solid,Cotton,11841298,White
Solid,Solid,Viscose Rayon,11244092,Blue
Solid,Solid,Cotton,12087904,Fuchsia
Self Design,Other,Cotton,12131084,White
,Other,Cotton,15085886,Blue
Checked,Checked,Silk Blend,15038412,Beige
Checked,Checked,Viscose Rayon,15309104,Pink
Striped,Striped,Cotton,10749194,Black
Solid,Solid,Cotton,13868908,Blue
Solid,Solid,Viscose Rayon,14537580,Green
Solid,Solid,Viscose Rayon,14535722,Pink
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Viscose Rayon,11244116,Teal
Solid,Solid,Cotton,11244080,Purple
Solid,Solid,Cotton,15095410,White
Solid,Solid,Polyester,12384850,Cream
Solid,Solid,Cotton,11841310,Magenta
Solid,Solid,Polyester,14270970,Red
Solid,Solid,Cotton,12397634,Maroon
Printed,Floral,Viscose Rayon,14420164,Orange
Solid,Solid,Viscose Rayon,14266198,Navy Blue
Solid,Solid,Cotton,11244078,Pink
,Other,Cotton,10280757,Blue
Solid,Geometric Print,Cotton,264235,Yellow
Solid,Solid,Polyester,14271038,Grey
Checked,Checked,Silk Blend,15038412,Beige
Printed,Geometric Print,Cotton Blend,14767838,Off-White
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,14272032,Orange
Checked,Checked,Viscose Rayon,9851459,Black
Solid,Solid,Cotton,9686425,Pink
Printed,Geometric Print,Cotton,9120333,Brown
Solid,Solid,Cotton,10695942,Olive
Solid,Solid,Viscose Rayon,15267532,Off-White
Solid,Solid,Cotton,10695952,Green
Solid,Solid,Cotton,13419180,Green
Checked,Checked,Silk Blend,15038412,Beige
Solid,Other,Cotton,2211031,White
Printed,Camouflage,Viscose Rayon,5680587,White
Checked,Checked,Silk Blend,15038412,Beige
Self Design,Self Design,Polyester,14581204,Blue
Solid,Solid,Cotton,11912020,Navy Blue
Solid,Solid,Cotton,11244062,Purple
Solid,Solid,Cotton,14284382,Navy Blue
Solid,Solid,Cotton,11660562,White
Solid,Solid,Cotton,12172056,Blue
Checked,Checked,Silk Blend,15038412,Beige
Checked,Checked,Silk Blend,15038412,Beige
,Other,Cotton,13651794,Blue
Solid,Solid,Cotton,6818982,Navy Blue
Checked,Checked,Pure Cotton,14598804,White
Solid,Solid,Cotton,14272018,Navy Blue
Solid,Solid,Cotton,15035492,Green
Solid,Solid,Cotton,13446770,Charcoal
Solid,Solid,Cotton,11660554,Black
Solid,Geometric Print,Cotton,13446836,Pink
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,14945332,White
Solid,Solid,Cotton,12126578,Maroon
Solid,Solid,Polyester,8897277,Burgundy
Solid,Solid,Cotton,11351534,Blue
Solid,Solid,Cotton,11243990,Yellow
Solid,Solid,Polyester,9140301,Black
Solid,Solid,Viscose Rayon,11902240,Orange
Solid,Solid,Cotton,15123248,Black
Solid,Solid,Viscose Rayon,14089996,Pink
Printed,Graphic Print,Cotton Blend,14118202,Pink
Solid,Solid,Cotton,10695946,Pink
Solid,Solid,Viscose Rayon,14245296,Pink
Solid,Solid,Cotton,1711156,Pink
Colour Blocked,Striped,Polyester,14208102,Multi-Colour
Solid,Solid,Viscose Rayon,13955682,Cream
Solid,Solid,Cotton,13489548,Pink
Solid,Solid,Cotton,10925602,Lime Green
Solid,Solid,Cotton,11912014,Red
Printed,Abstract Print,Cotton,14135974,Navy Blue
Self Design,Self Design,Polyester,14091740,Maroon
Solid,Solid,Viscose Rayon,14130200,Black
Solid,Solid,Polyester,14024870,Blue
Solid,Solid,Polyester,14746316,Turquoise Blue
Solid,Solid,Polyester,14786794,Yellow
Solid,Solid,Cotton,14401408,Lavender
Printed,Floral,Polyester,13985524,Navy Blue
Solid,Solid,Polyester,3075959,Pink
Solid,Solid,Viscose Rayon,14245278,Green
Solid,Solid,Cotton,11256306,Red
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,11243976,Grey
Solid,Solid,Cotton,15221794,Grey
Solid,Solid,Cotton,14911462,Lime Green
Solid,Solid,Cotton,13419202,Pink
Solid,Solid,Cotton,15020406,Maroon
Solid,Solid,Viscose Rayon,13581364,Blue
Solid,Solid,Cotton,816032,Orange
Solid,Solid,Silk Blend,14362052,Green
Solid,Solid,Cotton,9686449,Black
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Polyester,8628821,Black
Self Design,Self Design,Polyester,14271008,Navy Blue
Printed,Geometric Print,Polyester,14388576,Black
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton Blend,14203464,Blue
Solid,Solid,Cotton,10695954,Green
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,15020362,Charcoal
Printed,Geometric Print,Viscose Rayon,13957460,Magenta
Striped,Striped,Viscose Rayon,15091108,Black
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,14955194,Green
Solid,Solid,Polyester,13985762,Mustard
Printed,Tie & Dye,Silk Blend,14178368,Coral
Solid,Solid,Polyester,3075955,Grey Melange
Solid,Conversational,Cotton,14568434,Pink
Colour Blocked,Colourblocked,Cotton,6618927,Red
Solid,Solid,Cotton,2223284,Grey
Solid,Solid,Polyester,8756531,Black
Solid,Solid,Polyester,1537596,Lime Green
Printed,Geometric Print,Polyester,14219694,Mustard
Solid,Solid,Cotton,816087,Pink
Solid,Solid,Cotton,15123132,Grey
Solid,Solid,Cotton,14575390,Olive
Solid,Solid,Polyester,14188044,Cream
Solid,Solid,Viscose Rayon,7736700,Off-White
Printed,Geometric Print,Viscose Rayon,14073338,Red
Solid,Solid,Viscose Rayon,14974064,Maroon
Printed,Floral,Viscose Rayon,13957492,White
Printed,Floral,Polyester,14881244,Navy Blue
Printed,Floral,Polyester,13932482,Black
Solid,Solid,Cotton,14962246,Pink
Checked,Checked,Silk Blend,15038412,Beige
Solid,Embellished,Polyester,15089396,Magenta
Solid,Solid,Cotton,11389396,Yellow
Solid,Solid,Cotton,14245258,Blue
Solid,Solid,Cotton,13856824,Turquoise Blue
Checked,Checked,Silk Blend,15038412,Beige
Checked,Checked,Silk Blend,15038412,Beige
Solid,Solid,Cotton,15113766,Red
Solid,Solid,Cotton,11351522,Orange
Solid,Solid,Cotton,13737448,Navy Blue
Checked,Checked,Silk Blend,15038412,Beige
